x0,y0,x1,y1,x2,y2
0.0,0.0,-1.047197551196597,1.8137993642342178,-2.0943951023931966,-3.627598728468434
0.04453498584705239,0.055845105890573565,-2.1416332128431206,0.3227992684844044,1.5564326917273221,-3.965725822259646
-0.03178870485090205,0.13927541602597482,-1.6400219461362429,-1.5217179847360582,4.139204409663826,-1.2767754694412028
-0.1930647574076612,0.09297508695376246,0.1725279334915955,-2.3022252768715568,3.63799205059441,2.480340982390232
-0.2574196765435483,-0.12396678260501656,1.9665386635679165,-1.3407633587064793,0.33438013932799376,4.4619928684315155
-0.07947176212725521,-0.348188540064937,2.3426230064850966,0.7226034988379996,-3.332404740260324,3.0920197364557596
0.26720991508231423,-0.33507063534344145,0.9217431768647478,2.348563312382902,-4.565789518893422,-0.6881820415905646
0.5,-1.2246467991473532e-16,-1.2971975511965954,2.2468120661264384,-2.3443951023932015,-4.06061143036065
0.35627988677641925,0.4467608471245884,-2.636048625955685,0.39732040157249354,1.7391032039105143,-4.43116269658175
-0.14304917182905907,0.6267393721168868,-2.0065478820511573,-1.8618043536215165,4.616990812556895,-1.4241530566466605
-0.6435491913588706,0.3099169565125417,0.20989298028480655,-2.8008271754621465,4.051111437752411,2.762001011422038
-0.7079041104947579,-0.34090865216379534,2.3796580507259133,-1.622423387738291,0.3717451861212119,4.960594767022106
-0.1907322291054127,-0.8356524961558488,2.8204094093781675,0.8699810860434505,-3.698930676175236,3.4321061053412207
0.5789548160116808,-0.7259863765774565,1.1044136890479463,2.814000186705004,-5.060204932005986,-0.7627031746786498
1.0,-4.898587196589413e-16,-1.5471975511965943,2.679824768018658,-2.5943951023932033,-4.493624132252869
